og	oo	cg	co
Diplomatic_Academy_of_Vietnam_A	McGill_Debating_Union_B	Technion_A	Harvard_College_SY
Habib_University_A	North_South_University_A	ICU_Debating_Society_A	IBA_DU_C
Hang_Seng_University_of_Hong_Kong_A	Manado_State_University_A	Swing_3	Southeast_University_A
University_of_Otago_A	Universitas_Gadjah_Mada_A	National_Law_University_Odisha_(NLUO)_A	University_of_Ilorin_B
Vanderbilt_University_MW	De_La_Salle_University_B	Monash_University_C	IGNOU_Saidha_&amp;_Mishra
Cambridge_Union_Society_B	University_College_London_B	Symbiosis_Law_School,_Pune_X	Ateneo_de_Manila_University_D
University_of_West_Georgia_A	BRAC_University_C	University_of_Energy_and_Natural_Resources_B	Peking_University_C
University_of_Zagreb_C	UNWE_A	Oxford_A	Australian_National_University_A
Hart_House_C	Atma_Jaya_Catholic_University_A	University_of_Vermont_BW	The_University_of_Tokyo_MI
Imperial_College_London_A	Edinburgh_University_Debates_Union_A	Hobart_&amp;_William_Smith_Colleges_KK	Yale_University_A
Hart_House_B	Cambridge_Union_Society_D	Diponegoro_University_A	UT_MARA_B
University_of_Zagreb_A	Princeton_University_B	London_School_of_Economics_and_Political_Science_B	Christ_University_A
University_College_London_PP	University_of_the_Philippines_Diliman_b	University_of_Alberta_Debate_Society_A	Oxford_B
KNUST_SB	Durham_University_C	Delhi_Technological_University_AK	Zhejiang_International_Studies_University_A
Haifa_University_B	University_of_Vermont_KS	Universitas_Gadjah_Mada_C	King\u2019s_College_London_C
University_of_Belgrade_A	National_University_of_Singapore_C	University_of_Belgrade_B	Glasgow_University_Union_C
Beijing_Foreign_Studies_University_BY	Weizmann_Institute_of_Science_A	\u0130bn_Haldun_University_E	BRAC_University_B
TCD_Hist_B	Edinburgh_University_Debates_Union_B	University_of_St_Andrews_B	Pentecost_University_A
Daulat_Ram_College_A	Cornell_University_C	Nanjing_university_XZ	Nanyang_Technological_University_A
University_of_S\u00e3o_Paulo_B	North_South_University_B	Binus_University_A	Bangladesh_University_of_Engineering_and_Technology_E
University_of_Malaya_3	University_of_Chicago_DW	National_Taiwan_University_A	Oxford_D
Sunway_University_CE	Singapore_Management_University_EA	Chulalongkorn_University_A	University_of_Rajshahi_A
Glasgow_University_Union_D	International_Islamic_University_Malaysia_2	Johns_Hopkins_University_AW	Bangladesh_University_of_Engineering_and_Technology_A
NNU(Nanjing_Normal_University)_A	Seoul_National_University_2	National_University_of_Juridical_Sciences,_Kolkata_B	University_of_Energy_and_Natural_Resources_C
Ateneo_de_Manila_University_B	University_of_the_Philippines_Diliman_A	National_University_of_Singapore_A	University_of_Sydney_C
Georgetown_University_Qatar_A	Universidad_Tecnol\u00f3gica_de_Panam\u00e1_(UTP)_UTP	Chittagong_Medical_College_\u00c4	Universitas_Teknokrat_Indonesia_A
University_of_Sydney_E	Victoria_University_of_Wellington_1	International_Islamic_University_Malaysia_4	Princeton_University_D
University_of_Chicago_BP	University_of_Belgrade_D	Australian_National_University_B	Universidad_del_Rosario_B
Tsinghua_University_A	Edinburgh_University_Debates_Union_C	University_of_Macau_A	Imperial_College_London_C
University_of_Chicago_GJ	Hankuk_University_of_Foreign_Studies_A	Nanyang_Technological_University_B	Chittagong_University_B
Fudan_University_2	Cambridge_Union_Society_C	the_Chinese_University_of_Hong_Kong,_Shenzhen_A	Universidad_Nacional_de_Cuyo_Argentina
Shanghai_International_Studies_University_1	Sunway_University_SW	Stanford_University_A	San_Beda_University_-_Manila_A
University_of_Zagreb_F	Waseda_University_A	Symbiosis_Law_School,_Pune_B	Beijing_Foreign_Studies_University_UFO
Bangladesh_University_of_Engineering_and_Technology_C	IBA_DU_A	Hebrew_University_of_Jerusalem_T&amp;Y	Yonsei_University_1
Universitas_Surabaya_A	IIT_Bombay_MH	University_of_Ghana_A	Government_Law_College,_Mumbai_MM
Northeastern_University_at_Qinhuangdao_2	Oxford_E	the_Chinese_University_of_Hong_Kong,_Shenzhen_DA	Macau_University_of_Science_and_Technology_A
Durham_University_B	New_York_University_Abu_Dhabi_A	Fudan_University_1	Thammasat_University_A
Imperial_College_London_D	Shahjalal_University_of_Science_and_Technology_A	Beijing_Foreign_Studies_University_JE	Weizmann_Institute_of_Science_S&amp;S
Macau_University_of_Science_and_Technology_C	Manchester_Debating_Union_(University_of_Manchester)_A	Diplomatic_Academy_of_Vietnam_B	University_of_Aberdeen_BF
Aalto_University_TL	University_of_Malaya_1	Ateneo_de_Naga_University_A	University_of_Ottawa_A
UT_MARA_D	University_of_Zagreb_B	University_of_Belgrade_E	University_of_Colombo_School_of_Computing_A
Technion_B	Sciences_PO_Campus_de_Reims_B	University_of_the_Philippines_Los_Ba\u00f1os_D	Universidad_San_Francisco_de_Quito_DS
Johns_Hopkins_University_GY	Harvard_College_KL	Glasgow_University_Union_A	Cornell_University_B
