	sim_1	sim_2	sim_3	sim_4	sim_5	sim_6	sim_7	sim_8	sim_9	sim_10	sim_11	sim_12	sim_13	sim_14	sim_15	sim_16	sim_17	sim_18	sim_19	sim_20	sim_21	sim_22	sim_23	sim_24	sim_25	sim_26	sim_27	sim_28	sim_29	sim_30	sim_31	sim_32	sim_33	sim_34	sim_35	sim_36	sim_37	sim_38	sim_39	sim_40	sim_41	sim_42	sim_43	sim_44	sim_45	sim_46	sim_47	sim_48	sim_49	sim_50	sim_51	sim_52	sim_53	sim_54	sim_55	sim_56	sim_57	sim_58	sim_59	sim_60	sim_61	sim_62	sim_63	sim_64	sim_65	sim_66	sim_67	sim_68	sim_69	sim_70	sim_71	sim_72	sim_73	sim_74	sim_75	sim_76	sim_77	sim_78	sim_79	sim_80	sim_81	sim_82	sim_83	sim_84	sim_85	sim_86	sim_87	sim_88	sim_89	sim_90	sim_91	sim_92	sim_93	sim_94	sim_95	sim_96	sim_97	sim_98	sim_99	sim_100	sim_101	sim_102	sim_103	sim_104	sim_105	sim_106	sim_107
Safro_&_Hrovatin_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Safro_&_Hrovatin_r8	2	1	1	0	0	1	1	0	0	1	1	2	0	0	0	0	1	0	1	0	0	2	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	2	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	1	0	2	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2
Shead_&_Stephenson_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Shead_&_Stephenson_r8	3	3	3	2	2	2	2	3	2	2	3	3	2	2	2	3	2	2	3	3	2	3	3	2	3	2	2	3	2	2	3	3	2	2	2	3	3	2	2	2	3	3	3	3	3	3	2	3	2	2	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	2	3	2	3	3	3	3	3	3	3	2	2	2	3	3	3	2	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3
Slamova_&_Maaz_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slamova_&_Maaz_r8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Tsuchiya_&_Yoshida_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Tsuchiya_&_Yoshida_r8	1	2	2	2	2	2	2	1	2	2	2	1	2	2	1	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1
Vanni_&_Vanni_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Vanni_&_Vanni_r8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Xu_&_Khan_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Xu_&_Khan_r8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	3	3	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2
Zhao_&_Mehta_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhao_&_Mehta_r8	1	1	2	2	2	2	2	1	2	3	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	1	1	1	2	1	2	2	2	1	2	2	2	1	2	1	2	2	1	2	1	1	2	2	2	3	2	1	2	2	2	3	1	2	1	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	2	1	2	1	2	1	2	1	1	1	2	1
Anwer_&_Haneef_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Anwer_&_Haneef_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Blemaster_&_Allen_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Blemaster_&_Allen_r8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Chang_&_Mauriello_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Chang_&_Mauriello_r8	3	3	2	3	3	3	3	1	3	3	3	2	3	3	3	2	3	1	2	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	2	3	3	3	1	3	3	1	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3
Chen_&_Cen_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chen_&_Cen_r8	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Chen_&_Grover_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Chen_&_Grover_r8	0	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	0	1	1	1	1
Crousillat_&_Godos_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crousillat_&_Godos_r8	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
Farook_&_Dhafer_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Farook_&_Dhafer_r8	2	1	3	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	3	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2
Gyula_&_Agarwal_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Gyula_&_Agarwal_r8	3	0	2	2	2	2	2	3	2	2	2	3	2	2	0	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	1	3	2	2	2	3	2	2	2	2	2	2	2	0	3	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	3	3	3	2	2	2	2	2	3
Haider_&_Braden_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Haider_&_Braden_r8	1	1	0	0	0	1	1	2	0	1	1	1	1	0	1	0	1	1	2	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1
Ho_&_Ryan_r7	3	3	3	2	2	3	3	3	2	3	3	3	2	2	2	3	2	3	3	2	2	3	3	3	3	3	2	3	3	2	3	3	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	2	3	3	2	3	2	2	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Ho_&_Ryan_r8	0	0	0	1	1	0	0	2	1	0	0	0	1	1	2	3	0	2	0	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jiang_&_Wu_r7	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1
Jiang_&_Wu_r8	3	3	3	3	3	2	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	3	2	3	3	2	3	3	3	3	3	2	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Kneppers_&_Proano_r7	1	2	2	3	3	2	2	1	3	2	2	1	3	3	3	2	3	2	2	3	3	1	2	2	2	2	3	2	2	3	2	2	3	2	2	2	2	2	3	2	1	3	2	2	2	2	2	1	3	2	2	3	2	3	3	2	2	2	2	2	2	2	2	3	2	2	3	2	1	2	2	3	1	2	2	2	2	2	2	3	2	1	2	2	2	3	3	2	3	2	3	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	1
Kneppers_&_Proano_r8	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	2	1	1	0	0	1	0	1	0	1	1	1	1	2	1	0	0	0	0	2	0	1	0	1	0	1	2	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	3	0	0	0	1	1	1	0	0	3	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	2	2	2	0	1	1	3	0	2
Laksumanage_&_Tu_r7	2	2	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	2	3	2	3	2	3	3	2	3	3	2	3	3	3	3	2	3	2	3	2	3	3	3	3	3	2	3	2	2	3	2	3	2	3	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	3	2	2	3	3	3	3	3	2	2	2	3	2	2	2	3	2
Laksumanage_&_Tu_r8	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	0	2	0	1	2	2	2	2	2	0	2	2	3	2	2	3	2	2	2	2	2	0	2	2	2	2	2	2	2	3	1	2	3	2	1	3	2	0	2	2	3	2	3	2	2	2	2	2	0	2	2	2	2	1	1	2	2	2	2	2	2	2	3	3	1	2	3	2	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	3	2	2
Leonhardt_&_Gumlia_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leonhardt_&_Gumlia_r8	3	2	3	2	3	3	2	3	3	3	3	3	2	2	2	3	3	3	2	2	3	3	2	3	2	2	3	3	3	2	3	3	3	2	3	2	2	2	3	3	3	2	3	3	2	2	2	2	3	3	3	2	2	2	3	2	2	3	3	3	2	2	2	2	2	3	2	3	2	2	2	2	3	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2	3	3	3	2	3	3	2	2	3	3	3	2	2	3	2	2	3	3
Mikulic_&_Ryan_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mikulic_&_Ryan_r8	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	3	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Mohanty_&_Anderson_r7	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2
Mohanty_&_Anderson_r8	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	3	3	3	3	3	3	3	2	3	3	1	3	3	3	3	3	1	2	1	3	3	3	2	3	3	2	3	3	3	3	2	3	1	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	2	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	1	3	3
Nanda_&_Kim_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Nanda_&_Kim_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naseer_&_Higgins_r7	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	3	2	2	2	3	2	2	3	2	2	3	2	3	3	2	2	2	3	3	2	2	2	3	2	2	2	2	2	2	2	3	2	3	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2
Naseer_&_Higgins_r8	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0
Neiman_&_Gurevich_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neiman_&_Gurevich_r8	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Nitu_&_Chicus_r7	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0
Nitu_&_Chicus_r8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
Sabljić_&_Žnidar_r7	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	2	3	3	3	2	3	3	2	3	3	2	3	2	2	3	3	3	2	2	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3
Sabljić_&_Žnidar_r8	3	3	3	2	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Soysal_&_Tawil_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Soysal_&_Tawil_r8	2	1	3	2	2	2	2	2	2	2	2	3	2	2	1	1	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2
